Дата;Регион;Значение;REGION
2020-01-28;Мордовия;66.0;Мордовия
2020-01-28;Нижегородская область;68.0;Нижегородская обл.
2020-01-28;Пензенская область;66.0;Пензенская обл.
2020-01-28;Республика Марий Эл;62.0;Марий Эл
2020-01-28;Республика Татарстан;73.0;Татарстан
2020-01-28;Самарская область;71.0;Самарская обл.
2020-01-28;Саратовская область;68.0;Саратовская обл.
2020-01-28;Ульяновская область;59.0;Ульяновская обл.
2020-01-28;Чувашская Республика;69.0;Чувашия
2020-01-29;Мордовия;70.0;Мордовия
2020-01-29;Нижегородская область;74.0;Нижегородская обл.
2020-01-29;Пензенская область;66.0;Пензенская обл.
2020-01-29;Республика Марий Эл;67.0;Марий Эл
2020-01-29;Республика Татарстан;74.0;Татарстан
2020-01-29;Самарская область;71.0;Самарская обл.
2020-01-29;Саратовская область;64.0;Саратовская обл.
2020-01-29;Ульяновская область;65.0;Ульяновская обл.
2020-01-29;Чувашская Республика;75.0;Чувашия
2020-01-30;Мордовия;71.0;Мордовия
2020-01-30;Нижегородская область;74.0;Нижегородская обл.
2020-01-30;Пензенская область;67.0;Пензенская обл.
2020-01-30;Республика Марий Эл;68.0;Марий Эл
2020-01-30;Республика Татарстан;74.0;Татарстан
2020-01-30;Самарская область;73.0;Самарская обл.
2020-01-30;Саратовская область;68.0;Саратовская обл.
2020-01-30;Ульяновская область;64.0;Ульяновская обл.
2020-01-30;Чувашская Республика;76.0;Чувашия
2020-01-31;Мордовия;81.0;Мордовия
2020-01-31;Нижегородская область;84.0;Нижегородская обл.
2020-01-31;Пензенская область;75.0;Пензенская обл.
2020-01-31;Республика Марий Эл;73.0;Марий Эл
2020-01-31;Республика Татарстан;81.0;Татарстан
2020-01-31;Самарская область;82.0;Самарская обл.
2020-01-31;Саратовская область;74.0;Саратовская обл.
2020-01-31;Ульяновская область;73.0;Ульяновская обл.
2020-01-31;Чувашская Республика;79.0;Чувашия
2020-02-01;Мордовия;74.0;Мордовия
2020-02-01;Нижегородская область;73.0;Нижегородская обл.
2020-02-01;Пензенская область;70.0;Пензенская обл.
2020-02-01;Республика Марий Эл;62.0;Марий Эл
2020-02-01;Республика Татарстан;70.0;Татарстан
2020-02-01;Самарская область;75.0;Самарская обл.
2020-02-01;Саратовская область;66.0;Саратовская обл.
2020-02-01;Ульяновская область;65.0;Ульяновская обл.
2020-02-01;Чувашская Республика;72.0;Чувашия
2020-02-02;Мордовия;59.0;Мордовия
2020-02-02;Нижегородская область;56.0;Нижегородская обл.
2020-02-02;Пензенская область;55.0;Пензенская обл.
2020-02-02;Республика Марий Эл;51.0;Марий Эл
2020-02-02;Республика Татарстан;56.0;Татарстан
2020-02-02;Самарская область;58.0;Самарская обл.
2020-02-02;Саратовская область;54.0;Саратовская обл.
2020-02-02;Ульяновская область;52.0;Ульяновская обл.
2020-02-02;Чувашская Республика;52.0;Чувашия
2020-02-03;Мордовия;66.0;Мордовия
2020-02-03;Нижегородская область;64.0;Нижегородская обл.
2020-02-03;Пензенская область;62.0;Пензенская обл.
2020-02-03;Республика Марий Эл;60.0;Марий Эл
2020-02-03;Республика Татарстан;70.0;Татарстан
2020-02-03;Самарская область;66.0;Самарская обл.
2020-02-03;Саратовская область;62.0;Саратовская обл.
2020-02-03;Ульяновская область;59.0;Ульяновская обл.
2020-02-03;Чувашская Республика;63.0;Чувашия
2020-02-04;Мордовия;68.0;Мордовия
2020-02-04;Нижегородская область;69.0;Нижегородская обл.
2020-02-04;Пензенская область;65.0;Пензенская обл.
2020-02-04;Республика Марий Эл;60.0;Марий Эл
2020-02-04;Республика Татарстан;72.0;Татарстан
